H(%)_squared,H(%),protein_polysaccharide_ratio,O(%),Total photosynthetic pigments,BOD,Algal density（×10^5cells/ml),TOC,polysaccharide(%),lipid(%)
-0.4914757894226726,-0.3476340532128601,0.0071723253791613675,0.7937340227923199,-0.45729053361275834,1.0251601937963988,0.3542896497718681,0.6252978046442912,2.3630751772979846,0.341508551
0.4489596234568803,0.5120110321971378,1.8529766838817288,1.563159819519478,-0.7978589296841773,-0.5500859576468482,-0.5107700292880932,-0.3879346572725747,-0.7735422157882208,13.54468891
-0.4776293561378246,-0.33349972701070113,1.1826046363210811,1.2095650131432536,0.5918141280112946,-0.6626035398927944,-0.16617208021200966,-0.42302495898398135,0.27883893676101534,2.427192887
-0.9299057999593109,-0.827969433820657,1.050289855886413,0.3494813559189762,-0.6110997555408207,1.137677776042345,-0.6046432636915781,0.06385297726178522,-0.09746659751591055,3.569049226
-0.5972280315544926,-0.45746471911160386,2.126964100788652,2.0364171716644077,-0.2369878589425373,2.8254415097315384,-0.34916547385930924,0.8884750674798411,-0.3622576095593385,4.208456553
-1.539387763482931,-1.6563336333734178,0.9601289430648439,0.8906592273430973,-0.8396800228805121,1.137677776042345,-0.6360135597454009,2.4061306164981766,0.3268674792042167,11.50799233
-0.7276779898194318,-0.5978811400707571,1.3463848757025096,1.4327116118909848,-0.135844018281666,1.7002656872720763,-0.38980426647448874,-0.17739284700413518,-0.06900062630736302,13.12245895
0.3643813210134977,0.4415711114519524,3.6343966870236835,1.6366189219158562,0.12077739631816842,2.4878887629936997,-0.2897520343634328,0.08139812811748855,-0.9864246138950661,14.88848108
-0.39969489408381076,-0.25494994696919443,-0.13359965064094365,-0.4149888664401734,0.10914705778063766,2.037818434009915,0.06804900689118236,0.8621573411962858,-0.7688460699283759,0.232392516
-0.9074169246776219,-0.8015544635412122,0.2266216669797474,-0.5231369894126218,-0.5218268811113603,-0.7751211221387406,-0.2166074360387853,-0.8090182778094542,-0.9146275688862903,1.33174205
-0.5754101080190059,-0.43452540281629654,-0.01059748905899772,-0.6566459929742954,-0.6794701042952431,0.12501953582882908,-0.5703417461867867,-0.5721587412574596,-0.8747743593960039,0.22163165
-0.31819281278083755,-0.17454648480281426,0.7153357783066967,-0.8124550811920137,-0.7307398449379306,-0.6626035398927944,-0.6035077540359328,-0.6511119201081244,-1.1699165955795412,1.822245062
-0.48830269732302817,-0.3443901094943315,-0.7788033255731015,0.3324283500055303,-0.9271722523752609,-0.437568375400902,-0.6798212275695323,0.43668743294548074,1.0777391735060453,0.766911726
-1.5999147080352427,-1.7555056270541403,-0.3536335320415486,-0.6487753748603973,-0.8606146322480676,-0.7751211221387406,-0.8450694904157195,0.9893596849001349,-0.11387652479038037,1.898
