O(%),H(%)_squared,protein_Total photosynthetic pigments_interaction,S(%),DO,H_O_interaction,protein(%)_sqrt,H(%),O(%)_squared,O(%)_sqrt,protein_polysaccharide_ratio,H(%)_sqrt,nitrate nitrogen,protein_H_interaction,N conversion rate(%),protein(%),protein_O_interaction,protein(%)_squared,lipid(%)
0.7881629174188336,-0.3558502973376592,1.218600167920415,0.4443411573320939,1.4503686897334092,-0.1638335109648798,3.1234436316522696,-0.3817490740396628,0.7989077257285984,0.7826726925150913,0.5754881449349173,-0.3945070599392648,-0.4588086185044361,2.768323292907603,-1.062639435044817,4.8214430066206155,5.971196835557439,12.628595092847709,0.341508551
1.3570973105213513,0.3375487419512166,-0.014433038685711,0.017662096211945,-0.5751559841179809,1.023884008824732,2.439872831133185,0.3262774540005751,1.4264619580365177,1.3241645371251032,2.569102954627408,0.3200012958002781,-0.6159695817490495,2.634121340588612,-0.944790411818798,3.462444884320396,4.7369912576159265,7.410035704094235,13.54468891
1.0956396788360492,-0.34564108636389,4.7592070022877495,0.4443411573320939,0.4912081678956321,-0.0100366841861919,3.2923150840877553,-0.3701076675139338,1.1327705210339338,1.0775999522127315,1.6244152565376602,-0.3821099284818339,-0.3827629911280101,2.998867825082311,1.2596834129843415,5.183396170641959,6.704799892099768,14.238109552398017,2.427192887
0.4596703941802512,-0.6791122076592484,0.574481571271006,0.2602835231234023,0.6318774815655133,-0.7783761924820372,2.760292259995028,-0.7773660531845183,0.4559846908770934,0.4613252704080618,1.6191954760685656,-0.8312435969133491,-0.5804816223067175,1.9002515664963948,1.2905568482145426,4.078270634047026,4.811803170467648,9.613454136036657,3.569049226
1.4384480673582098,-0.433823225720185,2.0493991388169355,0.5672786428073436,0.3210436755530343,0.0100366841861912,3.2923150840877553,-0.4722085280264749,1.5196787414033883,1.400119844108886,2.600417454817838,-0.4916767565941338,0.1774397972116604,2.866440399128146,0.510562294693001,5.183396170641959,7.03621330297949,14.238109552398017,4.208456553
0.859832053886568,-1.128493634797512,0.0601144288526334,0.4108761329305135,-0.4322178105501987,-1.4667986866792435,3.2152044673995555,-1.4596288126842083,0.8756140792645158,0.8519108083286183,1.5124981660145376,-1.672054878467835,-0.6108998732572877,1.5224819330105703,-0.9304993129822964,5.016831078878413,6.274251670494715,13.485962496418027,11.50799233
1.2606403524181578,-0.5300062006458303,2.2723781869961712,0.3997211247966534,-0.5547362450368689,-0.2181911593021416,3.185338042880918,-0.5878592223640449,1.3170651037449213,1.2336410604868868,1.9695972316197103,-0.6181518057501774,-0.494296577946768,2.5887381895473704,0.3765883326103606,4.952899211123543,6.5702146678682105,13.20246495368164,13.12245895
1.4114149718442657,0.2751877197526228,3.13852011000951,0.3458052521496629,-0.5365853658536587,0.9775374306068968,3.229846891696784,0.2682612641018605,1.4886058225927592,1.3749190416742043,4.677252888599831,0.26419547288925,-0.4385297845373891,3.7288735930741206,-0.3049962392786078,5.048293268771997,6.834659402608601,13.62653562882807,13.59825
-0.1055997122457216,-0.28817868078488,0.2018233560793321,0.5456658145479898,1.4503686897334092,-0.484366983632467,0.140553018251009,-0.3054119820676694,-0.1008436055393221,-0.1080027486034012,0.2181690024608084,-0.3136500370355934,0.0380228136882129,0.0041566393118763,0.1964758744614095,0.1405416736881637,0.1358230024236002,0.13608335024799,0.232392516
-0.1855673803044583,-0.6625307770777868,-0.1610835715499775,0.2667906112014873,-0.1758366420873511,-1.0077284426211393,0.4663072815736958,-0.7556099819725001,-0.1762187486717627,-0.1903256870533501,0.6444584488676846,-0.806391126191375,0.4157160963244613,0.058143769899523,0.1040370110152014,0.4940614663321442,0.4934908053949256,0.5402106888263839,1.33174205
