H(%)_squared,Total photosynthetic pigments,protein_polysaccharide_ratio,H(%),BOD,O(%),Algal density（×10^5cells/ml),TOC,polysaccharide(%),lipid(%)
-0.4914757894226726,-0.4572905336127583,0.0071723253791613,-0.3476340532128601,1.0251601937963988,0.7937340227923199,0.3542896497718681,0.6252978046442912,2.363075177297985,0.341508551
0.4489596234568803,-0.7978589296841773,1.8529766838817288,0.5120110321971378,-0.5500859576468482,1.563159819519478,-0.5107700292880932,-0.3879346572725747,-0.7735422157882208,13.54468891
-0.4776293561378246,0.5918141280112946,1.1826046363210811,-0.3334997270107011,-0.6626035398927944,1.2095650131432536,-0.1661720802120096,-0.4230249589839813,0.2788389367610153,2.427192887
-0.9299057999593108,-0.6110997555408207,1.050289855886413,-0.827969433820657,1.137677776042345,0.3494813559189762,-0.6046432636915781,0.0638529772617852,-0.0974665975159105,3.569049226
-0.5972280315544926,-0.2369878589425373,2.126964100788652,-0.4574647191116038,2.8254415097315384,2.0364171716644077,-0.3491654738593092,0.8884750674798411,-0.3622576095593385,4.208456553
-1.539387763482931,-0.8396800228805121,0.960128943064844,-1.6563336333734178,1.137677776042345,0.8906592273430973,-0.6360135597454009,2.4061306164981766,0.3268674792042167,11.50799233
-0.7276779898194318,-0.135844018281666,1.3463848757025096,-0.5978811400707571,1.7002656872720765,1.4327116118909848,-0.3898042664744887,-0.1773928470041351,-0.069000626307363,13.12245895
0.3643813210134977,0.1207773963181684,3.634396687023683,0.4415711114519524,2.4878887629936997,1.6366189219158562,-0.2897520343634328,0.0813981281174885,-0.986424613895066,14.88848108
-0.3996948940838107,0.1091470577806376,-0.1335996506409436,-0.2549499469691944,2.037818434009915,-0.4149888664401734,0.0680490068911823,0.8621573411962858,-0.7688460699283759,0.232392516
-0.907416924677622,-0.5218268811113603,0.2266216669797474,-0.8015544635412122,-0.7751211221387406,-0.5231369894126218,-0.2166074360387853,-0.8090182778094542,-0.9146275688862904,1.33174205
-0.5754101080190059,-0.6794701042952431,-0.0105974890589977,-0.4345254028162965,0.125019535828829,-0.6566459929742954,-0.5703417461867867,-0.5721587412574596,-0.8747743593960039,0.22163165
-0.3181928127808375,-0.7307398449379306,0.7153357783066967,-0.1745464848028142,-0.6626035398927944,-0.8124550811920137,-0.6035077540359328,-0.6511119201081244,-1.1699165955795412,1.822245062
-0.4883026973230281,-0.9271722523752608,-0.7788033255731015,-0.3443901094943315,-0.437568375400902,0.3324283500055303,-0.6798212275695323,0.4366874329454807,1.077739173506045,0.766911726
-1.5999147080352427,-0.8606146322480676,-0.3536335320415486,-1.7555056270541405,-0.7751211221387406,-0.6487753748603973,-0.8450694904157195,0.9893596849001348,-0.1138765247903803,1.898
-1.0117019867515882,-0.0873655588879859,0.0125517394703271,-0.9259828761733332,-0.6626035398927944,-0.2944518075477015,-0.4135696422728393,-1.2564196246298889,-1.051254613899964,0.165096233
-1.941773499477247,-0.3076201080194311,0.1001876818905367,-2.4318678923672894,0.2375371180747753,-0.7302508475579688,-0.5887204619066831,-0.4888192746928689,-1.262579458488288,0.816154811
-1.9586171526255052,-0.3281857549230372,-0.2663983697209666,-2.473112319645721,-0.7751211221387406,-0.7473038534714147,-0.6430637961297395,-0.9713109232247096,-1.0685311482521238,0.88145216
-0.4525237959121899,-0.9062216011614468,-0.7414443867594899,-0.3080115977936928,-0.6626035398927944,1.0211074349715883,-0.6523322926910963,1.6078262525636762,0.5591656955972246,1.533676534
2.5328887384968937,2.916903282895674,-0.3338187852766809,1.9898591062523856,-0.887638704384687,-0.1541896183363721,2.7741329726941975,-0.4493426852675365,0.1547870601233135,13.674
1.4084813005609071,2.969841375549262,-0.182818536195464,1.244833364018986,-0.6626035398927944,-0.0774268006663334,3.0582613489739257,0.1735101701099309,-0.4513316773061791,9.347
0.9196713690541698,-0.0989638137329994,-0.6886682868839157,0.8853735083934394,-0.887638704384687,-0.3650444512323046,-0.4748576946116896,-1.5064380243236608,1.2243077007033052,5.321
1.1131289853097242,0.3197283736181089,-0.5525124603493674,1.0307330785961175,-0.887638704384687,-0.3592143637405297,-0.4977256898198945,-1.1248309932121137,0.951366033227291,10.111
1.2549946516802186,0.0293709563363058,-0.6532504117303084,1.1346937541889,-0.887638704384687,-0.5084646035299994,-0.4927083436813467,-1.445029996328699,0.7884566492541469,8.725
-0.2496231257970567,-0.7743255412227183,-0.9792390193989292,-0.1082001119289172,0.4625722825666677,1.782856950806258,-0.488166305058766,2.713170756472985,2.6836472243618914,12.859
0.3817065074143879,0.2392143472458786,-0.8369395087771198,0.4560916212756528,0.6876074470585601,0.1072898056697882,1.4221473607469264,1.3797392914395334,0.8284995020374616,1.215
0.7439260536713466,2.5856872831930557,-0.3020930243388706,0.749436816146593,-0.437568375400902,-0.4788283244751227,2.669037252531215,0.7086372712088821,-0.8991613599298331,6.69
1.039061502666904,0.5956000037283393,-0.5846653694403702,0.9755860353811368,-0.7751211221387406,-0.9495107222828654,0.2631888841090189,-0.3967072327004265,0.1688191709277231,3.988
0.281326177854625,0.5299567688378896,-0.6504129149379857,0.3712856640626988,-0.2125332109090095,-0.8857684314010988,-0.1685486177918447,-0.585317604399237,0.0120702258443195,0.82
-0.069082911618588,-0.329388893392437,-0.853081155613596,0.0612573286776381,-0.437568375400902,0.2055267799062174,-0.2485585578771198,-0.6774296463916794,1.5639874561515104,1.184
0.6912013701620319,1.290356323344782,-0.3399513037778751,0.7078834449368195,-0.3250507931549558,-0.3939033843165977,1.4276922982281977,0.1954416086795603,-0.9267122116311736,6.173
0.8698382792324212,-0.961910870448396,-0.956456750219251,0.8472185482336603,0.6876074470585601,-1.445359663458428,-0.7279855640850176,0.3494003074383568,0.9198793455686164,13.573
0.1297479639907028,-0.3814732036960777,-0.7298444928254801,0.2399831803719795,-0.437568375400902,-2.906962597646711,-0.3404515028916832,0.818148254612773,-1.25971815828216,1.587
0.0513885723657928,-0.7582836949640552,-0.5550967148373058,0.1704701006892302,-0.7751211221387406,-0.5151692041455409,-0.6524116690462627,-0.85141905919028,-0.6934711503334892,4.241
0.1752635041294268,-0.3264369947619494,-0.8851092763591768,0.2798373460567558,-0.2125332109090095,0.8102040199565874,0.3020058230154968,-1.256858253401281,0.899002302664495,1.467
1.0157885728746765,-0.7326167409501942,-0.5752309524964788,0.958130531794717,-0.437568375400902,-0.2499002232697266,-0.622942603056308,-0.4826784718933726,-0.3551603813052264,1.424
1.3138048535437803,0.4929803132116709,-0.2719492574421551,1.1771739664611096,-0.3250507931549558,-0.0540092835460485,0.5349065058393326,0.2140102265223031,-0.7018561921556362,6.97
